iterations,fitness,time,fevals
0,0.0226805351312,2.183160861,1000
10,0.0220760761422,4.112369043,2100
20,0.0229256173639,5.853667402,3200
30,0.0232122748789,7.348074668,4300
40,0.0226253842202,9.065922279,5400
50,0.0223671851007,10.36281197,6500
60,0.0219971632905,11.678813049,7600
70,0.0223492855676,13.016581733,8700
80,0.0221731886072,14.354595877,9800
90,0.0223398387961,15.690975746,10900
100,0.0232114265003,17.008825672,12000
110,0.0222529845355,18.358686829,13100
120,0.02276636668,19.788353079,14200
130,0.022324883853,21.251881003,15300
140,0.0222799797171,22.804861161,16400
150,0.0221125404286,24.157342465,17500
160,0.021827793815,25.56879808,18600
170,0.0223374921834,26.921121804,19700
180,0.0232042248496,28.271843352,20800
190,0.0227512877116,29.59617103,21900
200,0.0227887183759,31.709147031,23000
210,0.0220105848415,33.98924794,24100
220,0.0226746888248,36.332056103,25200
230,0.0218230844629,38.750654027,26300
240,0.0238124078266,41.06166732,27400
250,0.0223155622123,43.412139932,28500
260,0.0224722112284,45.333597147,29600
270,0.0222008044879,47.38338109,30700
280,0.0224437856414,48.715730365,31800
290,0.0235751428348,50.052860474,32900
300,0.0234403583949,51.409515389,34000
310,0.0220195062486,52.798974427,35100
320,0.022140299796,54.199952409,36200
330,0.022282499628,55.616589935,37300
340,0.0235555120754,57.201812459,38400
350,0.0221940427413,58.515516404,39500
360,0.0232508113255,60.031682675,40600
370,0.0229570358025,61.30852785,41700
380,0.0223242344363,62.534303706,42800
390,0.0225098552309,63.749516465,43900
400,0.0227170452441,64.959905964,45000
410,0.0228365031499,66.165471964,46100
420,0.0218537503341,67.377188536,47200
430,0.0219046961096,68.583275018,48300
440,0.0224811120885,69.802231011,49400
450,0.021849729976,71.416291954,50500
460,0.0230500002898,73.488446398,51600
470,0.0227940889287,74.899642528,52700
480,0.0222640903958,76.262770835,53800
490,0.0238870810356,77.625366704,54900
500,0.023312092552,78.979447073,56000
510,0.0234558271594,80.372623275,57100
520,0.0231547778732,81.736263638,58200
530,0.0222644721588,83.096668455,59300
540,0.0222998394522,84.429508219,60400
550,0.0224991980989,85.788024015,61500
560,0.021097572575,87.142468004,62600
570,0.0228420724821,88.468155085,63700
580,0.0234183306839,89.795617684,64800
590,0.0222182182952,91.138261819,65900
600,0.0216260819676,92.462114854,67000
610,0.022958232627,93.815967385,68100
620,0.0218908670787,95.159378715,69200
630,0.0224782465581,96.486951382,70300
640,0.0225477113232,97.812815123,71400
650,0.0217964389253,99.144687226,72500
660,0.0228319989652,100.483217049,73600
670,0.0224727877472,101.804135771,74700
680,0.0219161841608,103.128870417,75800
690,0.0220998300712,104.488226584,76900
700,0.0221633852813,105.817858719,78000
710,0.021876096088,107.170139868,79100
720,0.0225601464044,108.535580839,80200
730,0.0228393844398,109.948494433,81300
740,0.0232266855659,111.359982113,82400
750,0.0232862836841,112.796185377,83500
760,0.0225017492184,114.722674253,84600
770,0.021917985257,115.937916684,85700
780,0.0228430782187,117.156652549,86800
790,0.0225468174287,118.388857859,87900
800,0.0229102636319,119.631593463,89000
810,0.0233404562679,120.84235192,90100
820,0.0220141480052,122.123423117,91200
830,0.0227586455912,123.343008354,92300
840,0.0217068633275,124.550006121,93400
850,0.0227416689666,125.789687457,94500
860,0.0217943703897,127.070518825,95600
870,0.0228288752142,128.295070392,96700
880,0.0220839915583,129.558975565,97800
890,0.0229470069448,130.782341624,98900
900,0.0226935970101,131.993367362,100000
910,0.0220601049754,133.224484876,101100
920,0.0240890796951,134.390383026,102200
930,0.0219733138602,135.59988785,103300
940,0.0221250649891,136.788301517,104400
950,0.0220687117986,138.038094308,105500
960,0.0220255593769,139.324455985,106600
970,0.0230396249555,140.536382945,107700
980,0.0222781378231,142.057383704,108800
990,0.0229726186244,143.370688068,109900
1000,0.0234949359342,144.544150387,111000
1010,0.0232553323726,145.699054702,112100
1020,0.0228041121533,146.903113472,113200
1030,0.0217685712092,148.141346506,114300
1040,0.0227154585726,149.289837697,115400
1050,0.0230119364281,150.436961138,116500
1060,0.0227509657369,151.66694007,117600
1070,0.0222445431632,152.896501139,118700
1080,0.0223861997291,154.109332454,119800
1090,0.0223339350298,155.379011014,120900
1100,0.0219453260428,156.75008152,122000
1110,0.0227957118326,158.063316568,123100
1120,0.0231025290828,159.274077154,124200
1130,0.0234630079554,160.480499225,125300
1140,0.022481112856,161.699251095,126400
1150,0.0221633508456,162.913541627,127500
1160,0.0215538447087,164.145792977,128600
1170,0.0217613932385,165.611568459,129700
1180,0.0221189522158,166.858236328,130800
1190,0.0221234481986,168.0386256,131900
1200,0.0235192151734,169.246863674,133000
1210,0.0225636992184,170.526965766,134100
1220,0.021769099213,171.731370565,135200
1230,0.0227901201315,172.985689998,136300
1240,0.0220374019463,174.272010993,137400
1250,0.0225982211307,175.56514828,138500
1260,0.023515826807,176.779710301,139600
1270,0.0227194842633,178.007034595,140700
1280,0.0222714148842,179.240714188,141800
1290,0.0224002017905,180.440700481,142900
1300,0.0221494928962,181.651209506,144000
1310,0.0235308696281,182.849607495,145100
1320,0.0223919017019,184.067744259,146200
1330,0.0224040689241,185.310961571,147300
1340,0.0238044823851,186.748869903,148400
1350,0.0221902494687,187.951963146,149500
1360,0.0232087084776,189.16158526,150600
1370,0.021961609565,190.346429862,151700
1380,0.0239696161163,191.563178188,152800
1390,0.022885453484,192.812358763,153900
1400,0.0225482913656,194.021695523,155000
1410,0.0217978712032,195.333604515,156100
1420,0.0224713802631,196.569454926,157200
1430,0.0216001564831,197.766642566,158300
1440,0.0224284774554,198.922128512,159400
1450,0.0215208253614,200.129583103,160500
1460,0.022037476502,201.329987877,161600
1470,0.0226618126261,202.61334818,162700
1480,0.0224095705001,203.948233251,163800
1490,0.0233711050962,205.241970425,164900
1500,0.0217806208914,206.491611824,166000
1510,0.0230695915741,207.748808109,167100
1520,0.022098748991,208.934028179,168200
1530,0.0235269799831,210.196585235,169300
1540,0.0232516470064,211.644749754,170400
1550,0.0232658540126,213.137142559,171500
1560,0.0219301654543,214.431431595,172600
1570,0.0224512796336,215.629039937,173700
1580,0.0217748290941,216.807274206,174800
1590,0.0228030067069,218.176476724,175900
1600,0.0217522053099,219.595312096,177000
1610,0.0225511723557,220.887899477,178100
1620,0.0221987874643,222.118364375,179200
1630,0.021707892353,223.362079377,180300
1640,0.0230142998621,224.5819752,181400
1650,0.0221146757075,225.808407947,182500
1660,0.0224561174785,227.028535344,183600
1670,0.0218798406015,228.257942007,184700
1680,0.0225105082531,229.493488962,185800
1690,0.0226504786009,230.749445067,186900
1700,0.0222496668977,231.989341684,188000
1710,0.0225303898553,233.225614411,189100
1720,0.0231159141495,234.496590893,190200
1730,0.0218362224633,235.766928967,191300
1740,0.0228803459578,237.02877591,192400
1750,0.0227916028619,238.263361844,193500
1760,0.0224848201994,239.547789586,194600
1770,0.022644101497,240.770424316,195700
1780,0.0221322368781,242.014341311,196800
1790,0.0225645378491,243.193481581,197900
1800,0.0228286598285,244.375394,199000
1810,0.0216795316342,245.547917188,200100
1820,0.0221149325952,246.736218849,201200
1830,0.0224289644614,247.917263466,202300
1840,0.0215214264204,249.111590938,203400
1850,0.0239764924379,250.293678426,204500
1860,0.0227554165957,251.484760085,205600
1870,0.0219618101966,252.669651459,206700
1880,0.0243384713171,253.85441175,207800
1890,0.0213830762166,255.036861642,208900
1900,0.0241743173336,256.245394393,210000
1910,0.0230714144233,257.428338988,211100
1920,0.0220939765413,258.611257827,212200
1930,0.0217572815365,259.805401023,213300
1940,0.0222604958902,260.981176727,214400
1950,0.0225642812009,262.177781356,215500
1960,0.022528991,263.356981298,216600
1970,0.0220396466986,264.552316438,217700
1980,0.0218413800633,265.743531152,218800
1990,0.02294525855,266.932551903,219900
2000,0.0223419549756,268.12694991,221000
2010,0.0214657215994,269.321870805,222100
2020,0.0232564738576,270.511213686,223200
2030,0.0222478041721,271.716278553,224300
2040,0.0217635285402,272.910174963,225400
2050,0.022221265592,274.124631648,226500
2060,0.0225880482105,275.326873469,227600
2070,0.0220445121339,276.528708661,228700
2080,0.0222659468842,277.78826401,229800
2090,0.0233374647768,279.035896074,230900
2100,0.0226236281668,280.28118172,232000
2110,0.0226004360268,281.508315891,233100
2120,0.0225173842972,282.722901427,234200
2130,0.0233770398165,283.930469535,235300
2140,0.021470354979,285.120274742,236400
2150,0.0233179169598,286.280574311,237500
2160,0.0233095642069,287.438136912,238600
2170,0.0219356453786,288.590541578,239700
2180,0.0230992753601,289.768343095,240800
2190,0.0225793650017,290.977592378,241900
2200,0.0223101616054,292.177913488,243000
2210,0.0221959685824,293.375354185,244100
2220,0.0224967229493,294.57954626,245200
2230,0.0224315227617,295.776170752,246300
2240,0.0226183625049,296.971460183,247400
2250,0.0224747669095,298.171970373,248500
2260,0.0221021733339,299.374913733,249600
2270,0.021998702133,300.555971569,250700
2280,0.0224799675509,301.736822412,251800
2290,0.0220514710201,302.920681122,252900
2300,0.0227889807358,304.103937398,254000
2310,0.0227173497261,305.282596267,255100
2320,0.022211746133,306.487202545,256200
2330,0.0230525928609,307.696349881,257300
2340,0.0224327400735,308.891789465,258400
2350,0.0224925388461,310.127588127,259500
2360,0.0221558852105,311.327604556,260600
2370,0.0227460000598,312.52664162,261700
2380,0.0226081200822,313.738437679,262800
2390,0.0223072120575,314.952817245,263900
2400,0.0221987055708,316.17120441,265000
2410,0.0221229801698,317.378749436,266100
2420,0.0227750914683,318.576960851,267200
2430,0.0219517991666,319.801334788,268300
2440,0.0222027727923,321.006504817,269400
2450,0.0216323539657,322.198298807,270500
2460,0.022683425844,323.391034133,271600
2470,0.0227051349721,324.55442116,272700
2480,0.0231830303889,325.716606918,273800
2490,0.021406874548,326.875828151,274900
2500,0.0222260179931,328.026230349,276000
2510,0.0218383588359,329.180836923,277100
2520,0.0230996671665,330.329711231,278200
2530,0.0227862283072,331.474373079,279300
2540,0.0235934026589,332.618038518,280400
2550,0.0226412869902,333.765232213,281500
2560,0.0226042001083,334.92350608,282600
2570,0.0224934563512,336.076228486,283700
2580,0.0226894957023,337.230066077,284800
2590,0.0227594467571,338.379663024,285900
2600,0.0220702269989,339.53248783,287000
2610,0.0222589895238,340.692154688,288100
2620,0.021802289448,341.849168504,289200
2630,0.0216058673426,342.998370205,290300
2640,0.0222415634004,344.151795855,291400
2650,0.0226373956764,345.328242009,292500
2660,0.022003007959,346.547510592,293600
2670,0.022677623014,347.955967865,294700
2680,0.0238822468776,349.17469706,295800
2690,0.0224788009778,350.351497407,296900
2700,0.0213465258189,351.520973222,298000
2710,0.0224728117772,352.902904069,299100
2720,0.0223127608106,354.360939181,300200
2730,0.0226625671854,356.125742355,301300
2740,0.0230570965797,357.754297149,302400
2750,0.0230723851088,359.215907282,303500
2760,0.0219693581367,360.901502468,304600
2770,0.0219753925839,362.512907063,305700
2780,0.0230159442758,364.176407412,306800
2790,0.021863687289,365.43716545,307900
2800,0.0224393079231,366.687425427,309000
2810,0.0223070281626,367.890379227,310100
2820,0.0223428947288,369.093081579,311200
2830,0.0215990651664,370.285356035,312300
2840,0.0219321269431,371.586115651,313400
2850,0.022417392879,372.877851577,314500
2860,0.0229636176034,374.074134482,315600
2870,0.0227678637688,375.278963511,316700
2880,0.0241135395292,376.479730616,317800
