iterations,fitness,time,fevals
0,0.0359597016184,0.00289105800039,646
10,0.0444446729975,0.00562211600118,1189
20,0.0520689583165,0.00828362200082,1746
30,0.0585408649212,0.0107618310012,2293
40,0.0632946711653,0.0131862550006,2841
50,0.0682708574821,0.0154560360006,3390
60,0.0690142850949,0.0176234150003,3939
70,0.0817775666078,0.0198475230009,4489
80,0.0754994919573,0.0219449230026,5035
90,0.0796605567358,0.0240950490024,5575
100,0.0766712532218,0.0261391400018,6124
110,0.0767275301352,0.0281743810028,6683
120,0.083524461123,0.030295620003,7244
130,0.07887534218,0.032314676002,7793
140,0.072517820407,0.0343427790031,8340
150,0.0852706564421,0.0364390150025,8888
160,0.0827952585214,0.0384878460027,9435
170,0.0831602729515,0.0404629780023,9976
180,0.0842735645763,0.0425136950016,10517
190,0.0842344068776,0.044524799001,11053
200,0.0870122195218,0.0464022970009,11600
210,0.0891810408588,0.0483376550001,12145
220,0.0860867813893,0.0503630000003,12698
230,0.0904532700214,0.0523103190008,13249
240,0.0913858390282,0.0543717469991,13797
250,0.0866114765763,0.0563420079998,14344
260,0.0919936558129,0.0582848379981,14886
270,0.0919936558129,0.0602988099981,15434
280,0.0856332276408,0.0621955069983,15985
290,0.0860835976229,0.0640412349985,16532
300,0.0945702832814,0.0659878039987,17080
310,0.0908870587796,0.0677050419981,17626
320,0.0957872749366,0.0695089349974,18173
330,0.0918675028346,0.0711764189964,18728
340,0.0931793036769,0.0727850839958,19278
350,0.0935797114101,0.074336009995,19823
360,0.0949964278673,0.0759949869953,20389
370,0.0952549899664,0.0777032619953,20931
380,0.0901353481527,0.0794132599967,21485
390,0.0924917842227,0.0811437409975,22033
400,0.0873109917698,0.0829135459971,22580
410,0.0878970436349,0.0848181079982,23130
420,0.084195462089,0.0866808389983,23679
430,0.0885193378161,0.0886195049989,24227
440,0.088279224903,0.0910220219994,24766
450,0.0916742487306,0.0930586649993,25308
460,0.0898854377907,0.0948928279995,25857
470,0.0907536486248,0.0967586309998,26401
480,0.089189495234,0.0985753990008,26948
490,0.0886612740782,0.100511304001,27499
500,0.0923822719348,0.102355557001,28047
510,0.0932961978448,0.104109341002,28589
520,0.0891513448838,0.105948137001,29137
530,0.0963647480373,0.107975707002,29673
540,0.0881034120922,0.109817354003,30216
550,0.0950238107505,0.113452204005,30755
560,0.0912041581918,0.115482063004,31313
570,0.0911416540631,0.117402939002,31860
580,0.0864222298628,0.119292571002,32405
590,0.0921323397618,0.121106775003,32946
600,0.0925450707819,0.123190599003,33494
610,0.100012742438,0.125892626002,34041
620,0.0986923355404,0.127731024002,34596
630,0.0987351035651,0.129358273001,35143
640,0.0962637063984,0.131085541001,35693
650,0.0952675679352,0.132970057002,36245
660,0.0941199725396,0.134867023002,36801
670,0.0947033336994,0.136814078003,37347
680,0.0974509906484,0.138559202003,37890
690,0.0973930349431,0.140254022002,38440
700,0.0975213737428,0.141914172002,38988
710,0.0959975417151,0.143655980002,39536
720,0.102859244182,0.145355309003,40083
730,0.0972511521612,0.147098252004,40630
740,0.0981219966217,0.148940686004,41175
750,0.0921152810526,0.150796828004,41730
760,0.0958796554347,0.152694855004,42281
770,0.0933566216496,0.154615187004,42820
780,0.0944490063126,0.156502525004,43368
790,0.0918423141053,0.158444433004,43918
800,0.0895586071552,0.160472386004,44466
810,0.0891568822264,0.162457115004,45013
