iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.288751206899,0.30938164369,0.277399656967,0.354378818737,0.317073170732,0.383116883117,0.41620626151,0.353846153846,0.424242424242,1.014173238
10,0.167054729394,0.170303115634,0.171994224568,0.619144602851,0.60162601626,0.623376623377,0.378737541528,0.409638554217,0.442307692308,11.136668663
20,0.173987100594,0.174747018086,0.17529984914,0.651731160896,0.650406504065,0.649350649351,0,0,0,29.927403037
30,0.157650369917,0.140389247185,0.16792581423,0.659877800407,0.69918699187,0.62987012987,0.193236714976,0.274509803922,0.0655737704918,59.488715206
40,0.14887083036,0.135211432857,0.164934343733,0.670061099796,0.682926829268,0.616883116883,0.433566433566,0.493506493506,0.378947368421,86.634630576
50,0.111902647869,0.111079308104,0.137096488007,0.727087576375,0.715447154472,0.655844155844,0.556291390728,0.578313253012,0.464646464646,115.050174665
60,0.17361246391,0.174564731264,0.174600779703,0.651731160896,0.650406504065,0.649350649351,0,0,0,142.301111008
70,0.147319811976,0.127257338145,0.145231916614,0.653767820774,0.731707317073,0.675324675325,0.405594405594,0.535211267606,0.45652173913,170.053644323
80,0.133115680403,0.117503183464,0.145197503292,0.686354378819,0.739837398374,0.662337662338,0.368852459016,0.483870967742,0.315789473684,196.746854659
90,0.134867121542,0.102794342304,0.156114757641,0.680244399185,0.764227642276,0.649350649351,0.429090909091,0.632911392405,0.372093023256,225.293830475
100,0.137596825221,0.122662891152,0.160457478201,0.688391038697,0.731707317073,0.62987012987,0.307692307692,0.459016393443,0.24,253.697619619
110,0.140456898609,0.13176658244,0.147144436999,0.690427698574,0.69918699187,0.688311688312,0.457142857143,0.493150684932,0.454545454545,282.718405833
120,0.127272251394,0.119573859077,0.13917998411,0.720977596741,0.747967479675,0.707792207792,0.490706319703,0.56338028169,0.494382022472,310.361678266
130,0.109936245526,0.10869653794,0.127288180151,0.747454175153,0.747967479675,0.707792207792,0.64161849711,0.659340659341,0.621848739496,338.001387274
140,0.109881471212,0.117666774565,0.133141256075,0.745417515275,0.739837398374,0.694805194805,0.631268436578,0.644444444444,0.560747663551,365.47783689
150,0.098054672375,0.112457532599,0.120164483596,0.765784114053,0.739837398374,0.701298701299,0.634920634921,0.636363636364,0.54,392.003296202
160,0.0966448591326,0.10038068344,0.127625331283,0.763747454175,0.756097560976,0.707792207792,0.668571428571,0.673913043478,0.608695652174,417.118681576
170,0.103660538536,0.102584030696,0.130434750769,0.745417515275,0.788617886179,0.694805194805,0.626865671642,0.704545454545,0.56880733945,442.419834161
180,0.0990766587303,0.104944150985,0.130005688608,0.763747454175,0.739837398374,0.701298701299,0.605442176871,0.6,0.530612244898,467.846297446
190,0.103449317807,0.102416332966,0.128055597387,0.761710794297,0.772357723577,0.701298701299,0.65889212828,0.688888888889,0.574074074074,494.04136669
200,0.100122600428,0.104248771163,0.126860578681,0.757637474542,0.756097560976,0.707792207792,0.642642642643,0.651162790698,0.571428571429,520.059356873
210,0.103852156213,0.115108162423,0.127473643956,0.745417515275,0.707317073171,0.720779220779,0.641833810888,0.6,0.612612612613,539.598152167
220,0.0960387574387,0.0997797973529,0.127952934701,0.765784114053,0.756097560976,0.681818181818,0.652567975831,0.651162790698,0.550458715596,554.905352498
230,0.0972403395877,0.106327353161,0.12371402302,0.751527494908,0.756097560976,0.707792207792,0.628048780488,0.651162790698,0.579439252336,569.151063161
240,0.0953205074845,0.0998356581917,0.130354547694,0.771894093686,0.764227642276,0.681818181818,0.66265060241,0.674157303371,0.550458715596,586.287723684
250,0.0941740815668,0.100872672528,0.122058875916,0.773930753564,0.772357723577,0.701298701299,0.652037617555,0.666666666667,0.549019607843,602.72044059
260,0.100194834188,0.104683860459,0.129259395339,0.755600814664,0.764227642276,0.694805194805,0.659090909091,0.674157303371,0.56880733945,618.413027077
270,0.0958135225419,0.103776321682,0.123899119424,0.767820773931,0.772357723577,0.694805194805,0.670520231214,0.681818181818,0.56880733945,634.679728938
280,0.0973749736785,0.108753410529,0.127215880636,0.75967413442,0.739837398374,0.701298701299,0.652941176471,0.644444444444,0.574074074074,650.630822797
290,0.0953777992756,0.106948547682,0.126102285142,0.771894093686,0.739837398374,0.688311688312,0.674418604651,0.644444444444,0.563636363636,666.5209764
300,0.0933379424453,0.104490301608,0.12371876668,0.771894093686,0.756097560976,0.707792207792,0.664670658683,0.666666666667,0.579439252336,682.299847084
310,0.0930190690146,0.103608639671,0.124916468212,0.765784114053,0.764227642276,0.688311688312,0.660766961652,0.674157303371,0.563636363636,698.457983607
320,0.0924586841062,0.100404919178,0.124658919699,0.77800407332,0.764227642276,0.694805194805,0.666666666667,0.674157303371,0.560747663551,715.02816444
330,0.0931017744595,0.102663185414,0.126190119446,0.767820773931,0.756097560976,0.694805194805,0.662721893491,0.666666666667,0.560747663551,732.543454172
340,0.0940534337229,0.100359083214,0.127640952847,0.769857433809,0.780487804878,0.681818181818,0.674351585014,0.703296703297,0.558558558559,749.555186518
350,0.0939695735144,0.0998390404419,0.125711950182,0.769857433809,0.756097560976,0.701298701299,0.6646884273,0.651162790698,0.566037735849,765.875602058
360,0.0926074609498,0.098527213687,0.126038744141,0.775967413442,0.772357723577,0.681818181818,0.670658682635,0.688888888889,0.550458715596,781.560184927
370,0.0924167800207,0.0978856432286,0.124789214834,0.784114052953,0.756097560976,0.701298701299,0.672839506173,0.651162790698,0.566037735849,796.731791738
380,0.0925743278481,0.0960260197638,0.125835420547,0.773930753564,0.756097560976,0.675324675325,0.674486803519,0.666666666667,0.545454545455,811.810693798
390,0.0932522681113,0.0967624400172,0.128413225192,0.77800407332,0.780487804878,0.675324675325,0.680351906158,0.703296703297,0.545454545455,826.835434486
400,0.0932115362683,0.100925040607,0.125505234094,0.767820773931,0.772357723577,0.688311688312,0.664705882353,0.695652173913,0.571428571429,841.84079066
410,0.0917928100576,0.0972863815862,0.119554151726,0.775967413442,0.772357723577,0.707792207792,0.65625,0.681818181818,0.579439252336,856.861185704
420,0.0946345799155,0.099143111642,0.118376180182,0.767820773931,0.747967479675,0.707792207792,0.65243902439,0.659340659341,0.594594594595,871.721514884
430,0.0943069691036,0.0992322000828,0.125307582751,0.769857433809,0.739837398374,0.694805194805,0.672463768116,0.659574468085,0.576576576577,886.660645238
440,0.0940682663732,0.101992161784,0.120335662424,0.763747454175,0.731707317073,0.714285714286,0.664739884393,0.645161290323,0.6,901.662943861
450,0.093336098738,0.0968464613239,0.120656152228,0.767820773931,0.764227642276,0.720779220779,0.654545454545,0.666666666667,0.598130841121,916.501897161
460,0.0914717356985,0.0992429252804,0.120959477315,0.767820773931,0.739837398374,0.714285714286,0.664705882353,0.644444444444,0.592592592593,930.792438553
470,0.0932326753156,0.0962536303878,0.12305361322,0.771894093686,0.772357723577,0.707792207792,0.664670658683,0.688888888889,0.594594594595,945.121989346
480,0.0923311917952,0.0966414798598,0.123529214558,0.782077393075,0.747967479675,0.694805194805,0.676737160121,0.651685393258,0.576576576577,960.176895644
490,0.093741534817,0.0935761818955,0.120826545143,0.773930753564,0.764227642276,0.720779220779,0.672566371681,0.674157303371,0.605504587156,974.862624425
500,0.0925332354388,0.0970874797478,0.120166556175,0.767820773931,0.747967479675,0.720779220779,0.662721893491,0.651685393258,0.605504587156,989.094654761
510,0.091548233601,0.0989833604444,0.122879427694,0.775967413442,0.747967479675,0.714285714286,0.664634146341,0.651685393258,0.584905660377,1003.73520813
520,0.0972180658339,0.101120121391,0.124811201279,0.757637474542,0.756097560976,0.688311688312,0.666666666667,0.68085106383,0.586206896552,1018.15958447
530,0.093938866163,0.0964667095255,0.121397666978,0.773930753564,0.764227642276,0.714285714286,0.668656716418,0.681318681319,0.6,1032.23183589
540,0.0934498838785,0.097553292879,0.122026131706,0.769857433809,0.756097560976,0.720779220779,0.662686567164,0.666666666667,0.605504587156,1047.37478473
550,0.0916214248273,0.0978290021536,0.118437741518,0.780040733198,0.780487804878,0.714285714286,0.668711656442,0.689655172414,0.592592592593,1061.79751401
560,0.0920391481174,0.0990666436769,0.12181174497,0.775967413442,0.756097560976,0.720779220779,0.670658682635,0.673913043478,0.605504587156,1078.5565641
570,0.0923354350351,0.0966073449894,0.122776045464,0.769857433809,0.772357723577,0.694805194805,0.674351585014,0.702127659574,0.58407079646,1095.3962668
580,0.0938062157496,0.0972090022231,0.122111849583,0.761710794297,0.772357723577,0.694805194805,0.65889212828,0.681818181818,0.56880733945,1111.52517925
590,0.0942933950921,0.101219554996,0.122873418702,0.763747454175,0.747967479675,0.707792207792,0.662790697674,0.666666666667,0.594594594595,1127.53467311
600,0.0924516572274,0.0958351374816,0.117674614874,0.765784114053,0.772357723577,0.727272727273,0.658753709199,0.681818181818,0.618181818182,1144.81223631
610,0.0925041241843,0.0975873807483,0.120013144607,0.771894093686,0.764227642276,0.720779220779,0.668639053254,0.674157303371,0.605504587156,1161.55022163
620,0.0938434106074,0.0992023696618,0.118331604807,0.765784114053,0.756097560976,0.720779220779,0.65671641791,0.666666666667,0.612612612613,1178.10465379
630,0.0942731044142,0.102160730195,0.117853556427,0.763747454175,0.739837398374,0.714285714286,0.662790697674,0.644444444444,0.607142857143,1194.61805929
640,0.0933318998201,0.096079307967,0.120305926358,0.767820773931,0.788617886179,0.707792207792,0.65243902439,0.697674418605,0.579439252336,1211.27987157
650,0.0925700707636,0.0994232014461,0.119354215473,0.767820773931,0.772357723577,0.701298701299,0.656626506024,0.674418604651,0.566037735849,1227.81199166
660,0.0934105289699,0.095355297939,0.117282875114,0.765784114053,0.780487804878,0.714285714286,0.648318042813,0.689655172414,0.592592592593,1244.59965549
670,0.0929852240026,0.0981527240889,0.116972353916,0.780040733198,0.772357723577,0.733766233766,0.651612903226,0.674418604651,0.594059405941,1256.95132293
680,0.0950143155544,0.0955287944238,0.118756081651,0.771894093686,0.780487804878,0.701298701299,0.65,0.682352941176,0.566037735849,1267.71385611
690,0.0932116199614,0.0976120219233,0.118341587405,0.773930753564,0.756097560976,0.720779220779,0.660550458716,0.659090909091,0.598130841121,1277.97265653
700,0.0947984123974,0.0969618171098,0.115658071347,0.775967413442,0.780487804878,0.733766233766,0.638157894737,0.682352941176,0.594059405941,1288.67075844
710,0.0941807735926,0.100670605718,0.117546345104,0.780040733198,0.764227642276,0.707792207792,0.670731707317,0.666666666667,0.579439252336,1299.31666267
720,0.0937669916408,0.0972928473976,0.118045200349,0.782077393075,0.780487804878,0.707792207792,0.658146964856,0.682352941176,0.563106796117,1309.93486438
730,0.0933697680038,0.100036395566,0.118656615886,0.780040733198,0.764227642276,0.701298701299,0.668711656442,0.666666666667,0.566037735849,1320.49468787
740,0.0925890244331,0.0989494024569,0.119152682649,0.77800407332,0.772357723577,0.720779220779,0.653968253968,0.674418604651,0.582524271845,1331.39801497
750,0.0931114004001,0.100439593888,0.119797673345,0.767820773931,0.756097560976,0.707792207792,0.650306748466,0.659090909091,0.579439252336,1342.49679121
760,0.0912948351579,0.0984812029092,0.118768612684,0.782077393075,0.772357723577,0.707792207792,0.664576802508,0.681818181818,0.571428571429,1353.02302251
